,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25399,20309089,Home Sweet Home,101776118,Jim,Brooklyn,Bay Ridge,40.62493,-74.02837,Entire home/apt,90,1,92,2019-07-02,4.09,1,312
25539,20436117,"Bright, Clean, Private - 10 Minutes to Manhattan",145830321,Morgan,Brooklyn,Williamsburg,40.70728,-73.95461,Entire home/apt,120,1,122,2019-06-17,5.42,1,193
25780,20624817,Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,100829279,Ian,Manhattan,Midtown,40.760329999999996,-73.96946,Entire home/apt,270,1,154,2019-06-19,6.78,3,234
25794,20639628,Spacious comfortable master bedroom with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68173,-73.91342,Private room,0,1,93,2019-06-15,4.28,6,176
25795,20639792,Contemporary bedroom in brownstone with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.682790000000004,-73.9117,Private room,0,1,95,2019-06-21,4.37,6,232
25796,20639914,Cozy yet spacious private brownstone bedroom,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68258,-73.91284,Private room,0,1,95,2019-06-23,4.35,6,222
26026,20772204,"NO XTRA FEES, 30 min To Grand Central:Pvt Entrance",82889379,Shera,Bronx,Wakefield,40.898109999999996,-73.85543,Private room,55,1,156,2019-06-30,7.0,4,318
26094,20814067,Queens 20 mins to subway- 15 mins JFK- walk to bus,149265574,Beverley,Queens,St. Albans,40.69514,-73.74902,Private room,55,1,97,2019-07-06,5.23,1,354
26300,20968166,Shay's Place #2 ( Studio Apt. ) 5 mins from JFK,116404073,Sheila,Queens,Springfield Gardens,40.66648,-73.76286,Entire home/apt,90,1,146,2019-06-23,6.87,2,281
26309,20970822,Pet & Tony's Residence,150876351,Petra,Brooklyn,East Flatbush,40.654540000000004,-73.91569,Entire home/apt,120,1,187,2019-07-04,8.75,1,318
26463,21058648,Prime Location of Flushing Queens 豪华卧室 旅途中的家 D,63312104,Max,Queens,Flushing,40.74729,-73.81865,Private room,60,1,92,2019-05-30,4.26,6,362
26468,21065293,(=CUTE ROOM IN HELL'S KITCHEN=),137191484,Maria,Manhattan,Hell's Kitchen,40.76583,-73.98669,Private room,86,1,158,2019-06-27,7.33,5,170
26637,21184173,Private room in Queens,21250331,Clara,Queens,Bayside,40.754329999999996,-73.7688,Private room,35,1,92,2019-07-07,4.3,3,318
26672,21201777,Stunning factory loft in the heart of Williamsburg,153143032,Natali,Brooklyn,Williamsburg,40.718579999999996,-73.96283000000001,Entire home/apt,380,1,128,2019-07-01,5.99,1,173
26768,21252149,Beautiful Room ♡ of the Upper West Side,153650351,Lizzy,Manhattan,Upper West Side,40.78138,-73.98139,Private room,150,1,138,2019-06-19,6.51,1,197
26869,21305248,Newly Renovated 1 Bedroom Apartment Hell's Kitchen,1710317,Elgin,Manhattan,Hell's Kitchen,40.76197,-73.98961,Entire home/apt,200,1,107,2019-07-05,5.17,1,200
26888,21311781,A private room close to the subway,154220885,Benny,Queens,Ridgewood,40.70706,-73.90006,Private room,50,1,90,2019-07-01,4.31,2,178
26957,21356244,Cozy private Apartment in Convenient Neighborhood,146000975,Kuei Mei,Queens,Woodside,40.74377,-73.90482,Entire home/apt,120,1,161,2019-06-27,7.72,1,287
26977,21366188,Studio apartment near JFK airport /Free parking,154705359,Anabell,Queens,Jamaica,40.66875,-73.78506,Entire home/apt,96,1,259,2019-07-07,12.99,1,307
27030,21392524,Elegant Private Apartment in a Historic Brownstone,8715723,Jacob,Manhattan,Harlem,40.80989,-73.9549,Private room,174,1,111,2019-06-13,5.37,5,244
27065,21413839,Chelsea Cabins (NYC),117365574,Maria,Manhattan,Chelsea,40.74785,-73.99664,Private room,82,1,97,2019-06-16,4.69,5,309
27072,21421438,Iconic Apartment in Times Square Steps to Broadway,143555138,Valdo,Manhattan,Hell's Kitchen,40.761309999999995,-73.99361999999999,Entire home/apt,185,1,85,2019-07-02,4.08,1,172
27073,21421657,THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,155255550,Emma,Manhattan,East Village,40.72436,-73.984,Entire home/apt,215,1,126,2019-07-01,6.12,1,234
27076,21422721,Large private room 7 min to LGA 15min to Manhattan,153524812,James,Queens,Astoria,40.76818,-73.92613,Private room,65,1,114,2019-06-30,5.46,1,319
27124,21451138,B) Comfy Full Bed Wifi near JFK Airport Subway,154128335,Joseph,Queens,Jamaica,40.69938,-73.81304,Private room,40,1,119,2019-07-08,5.8,4,229
27167,21475999,"Single Cabins (Chelsea, Manhattan, NYC)",117365574,Maria,Manhattan,Chelsea,40.7497,-73.99515,Private room,85,1,113,2019-06-22,5.5,5,292
27234,21517530,GSG Inn - A totally private historic landmark inn,136214003,Gary,Staten Island,St. George,40.64591,-74.08399,Entire home/apt,125,1,108,2019-07-06,5.41,1,319
27317,21565383,"Private bedroom 10 min to LGA, 15 min to Manhattan",153410151,Tom,Queens,Astoria,40.7674,-73.92656,Private room,69,1,129,2019-07-07,6.29,1,349
27346,21581545,"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM 3)",156948703,Asad,Queens,East Elmhurst,40.76876,-73.87245,Private room,65,1,191,2019-06-21,9.41,6,336
27369,21593310,"STEPS TO LGA, near CITIFIELD, JFK MANHATTAN(RM #2)",156948703,Asad,Queens,East Elmhurst,40.77046,-73.87335999999999,Private room,60,1,257,2019-07-06,12.54,6,351
27372,21594210,It's a Beautiful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,48,1,114,2019-07-02,5.65,5,235
27396,21609205,It's Always Sunny in Bed-Stuy!,19536596,Andrew,Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,1,106,2019-07-01,5.26,5,243
27397,21609424,"Cozy private room Astoria 10min to LGA, Manhattan",153836844,Tony,Queens,Astoria,40.76818,-73.9278,Private room,40,1,134,2019-07-07,6.64,1,343
27459,21635457,"Entire 2 Bdrm Duplex Bushwick Brooklyn, Sleeps 6",157430725,Fiona,Brooklyn,Bushwick,40.6994,-73.93366999999999,Entire home/apt,120,1,94,2019-07-03,5.03,3,240
27479,21646774,"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM #4)",156948703,Asad,Queens,East Elmhurst,40.76918,-73.8719,Private room,55,1,208,2019-07-06,10.28,6,352
27649,21730735,"Steps to LGA, near CitiField, JFK,Manhattan (RM#1)",156948703,Asad,Queens,East Elmhurst,40.770559999999996,-73.87191,Private room,52,1,207,2019-07-03,10.38,6,325
27650,21732716,Small Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,40.6602,-73.98244,Private room,42,1,88,2019-06-24,4.44,7,248
27666,21738018,"2 Blocks from Times Square, Centrally Located!",158324654,Astor,Manhattan,Hell's Kitchen,40.76123,-73.99022,Entire home/apt,185,1,176,2019-06-24,8.92,1,252
27847,21822619,THE HUGH SUITES 3mins to JFK,1280731,Hugh,Queens,Springfield Gardens,40.66578,-73.77301,Entire home/apt,80,1,214,2019-06-23,10.86,1,307
27988,21880038,WeLive Wall Street -- 4 Bedroom,159610596,WeWork,Manhattan,Financial District,40.70458,-74.00755,Entire home/apt,425,1,127,2019-07-06,6.68,6,253
28000,21884206,WeLive Wall Street -- Studio Apartment,159610596,WeWork,Manhattan,Financial District,40.70426,-74.00711,Entire home/apt,215,1,152,2019-07-03,7.9,6,339
28057,21913811,"Cooled Queens Apartment, NY. LGA Airport 5 min.",147095935,Adeel,Queens,Woodside,40.74496,-73.89534,Entire home/apt,99,1,118,2019-06-23,6.0,1,320
28294,22000255,"Cozy private room, 10 mins away from Central Park!",157728550,Kem,Manhattan,East Harlem,40.80219,-73.94383,Private room,150,1,107,2019-06-25,5.55,2,365
28510,22101696,"CLEAN, BRIGHT, and MODERN 3 bedroom  Brooklyn apt.",20951849,Elaine,Brooklyn,Bedford-Stuyvesant,40.692240000000005,-73.93219,Entire home/apt,185,1,90,2019-07-01,4.68,2,181
28513,22102108,Great apartment in the heart of Manhattan!,20905481,Jamie And John,Manhattan,Hell's Kitchen,40.76028,-73.99014,Entire home/apt,179,1,125,2019-06-26,6.51,1,201
28627,22166900,Large 2 bedroom Moroccan oasis in the East Village,161915399,Lilia,Manhattan,East Village,40.72245,-73.98337,Entire home/apt,260,1,86,2019-05-24,4.59,1,259
28658,22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,129222253,Andy,Bronx,Williamsbridge,40.8785,-73.86346999999999,Entire home/apt,200,1,90,2019-06-24,4.76,3,326
28722,22206207,Private room with visit to queens #4,158540605,Sonia,Queens,Glendale,40.69916,-73.8892,Private room,25,1,95,2019-07-05,6.18,6,258
28801,22241573,Private Room B In Prime Location,162427870,Anna,Manhattan,Chelsea,40.74729,-73.98957,Private room,115,1,162,2019-06-23,8.68,3,312
28803,22241696,Private Room C In Prime Location,162427870,Anna,Manhattan,Midtown,40.74535,-73.99023000000001,Private room,105,1,140,2019-06-23,7.39,3,321
29088,22354307,Location location soho cozy apt heart of NYC,163458740,Blair,Manhattan,SoHo,40.72547,-74.0021,Entire home/apt,190,1,94,2019-07-01,5.18,1,187
29158,22387260,Large Private House Apartment Near Yankee Stadium,161902034,Jesus,Bronx,Concourse Village,40.833729999999996,-73.91147,Entire home/apt,140,1,106,2019-06-30,5.7,1,310
29178,22400368,Forest Houses City Getaway (No Hot Water),158568617,Mandela,Bronx,Longwood,40.823,-73.90859,Entire home/apt,60,1,104,2019-06-23,5.61,1,365
29216,22421636,Cozy Apartment across Astoria Park,35518413,Suhel,Queens,Ditmars Steinway,40.776920000000004,-73.92385,Entire home/apt,130,1,93,2019-07-01,5.01,2,279
29264,22452728,"Astoria close to JFK, Laguardia Airport, Manhattan",117195769,Simone,Queens,Astoria,40.76401,-73.90921,Private room,70,1,92,2019-06-30,4.96,3,357
29353,22514608,"Hamilton Heights Sunny Studio, Manhattan",23834677,Kumar,Manhattan,Harlem,40.82788,-73.94440999999999,Entire home/apt,105,1,111,2019-07-06,6.08,2,238
29364,22518123,15 to JFK/LGA 30 to Manhattan.Close to St John’s,165307387,K,Queens,Jamaica Estates,40.71248,-73.78896,Entire home/apt,85,1,88,2019-06-27,5.14,1,339
29496,22637100,"Private room in Queens, Ny # 1",158540605,Sonia,Queens,Glendale,40.700990000000004,-73.89034000000001,Private room,25,1,101,2019-07-04,5.59,6,216
29592,22714571,Amazing Private Room @Madison Square Garden,167270001,Piero,Manhattan,Hell's Kitchen,40.7559,-73.99324,Private room,109,1,91,2019-06-25,5.11,2,304
29779,22899900,Private Room A In Prime Location,162427870,Anna,Manhattan,Midtown,40.74698,-73.98906,Private room,110,1,135,2019-06-15,7.67,3,311
29942,23053597,Private room with visit to queens # 6,158540605,Sonia,Queens,Glendale,40.699459999999995,-73.89079,Private room,35,1,89,2019-06-29,5.31,6,256
30009,23105764,"2 Br Apt Steps to LGA, Near Citified JFK,Manhattan",156948703,Asad,Queens,East Elmhurst,40.77074,-73.87342,Entire home/apt,257,1,95,2019-07-01,6.51,6,341
30121,23222680,Private 1-bedroom Apartment in the Lombardy,100829279,Ian,Manhattan,Midtown,40.76163,-73.97113,Entire home/apt,210,1,108,2019-06-20,6.4,3,216
30221,23327774,Trendy Brooklyn Room - 20mins from Manhattan,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.671040000000005,-73.99361999999999,Private room,75,1,133,2019-06-17,7.87,3,336
30478,23584507,♥Private Master Bath | Express Train+Free Parking☆,34177401,Nick,Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,86,1,154,2019-07-05,9.53,2,311
30992,24024721,JFK Queens Home Away From Home House Of Suedajoy 2,175019394,Suzan,Queens,Jamaica,40.67048,-73.77832,Private room,60,1,138,2019-06-23,8.87,6,177
31134,24162681,Bedstuy Cozy Go Green,128217748,Kris,Brooklyn,Bedford-Stuyvesant,40.68374,-73.9456,Private room,50,1,114,2019-06-23,7.57,3,363
31147,24178481,Bed-Stuy Grove,128217748,Kris,Brooklyn,Bedford-Stuyvesant,40.68524,-73.94426999999999,Private room,71,1,85,2019-06-19,5.6,3,317
31334,24348078,Large and bright room 15 min away from Manhattan,176427055,Adam,Queens,Astoria,40.766490000000005,-73.92643000000001,Private room,74,1,102,2019-07-07,6.77,1,348
31385,24391756,Sunny Apartment in Park Slope,20813915,Kimberly,Brooklyn,South Slope,40.66409,-73.9909,Entire home/apt,145,1,90,2019-07-08,5.97,1,212
31387,24392338,Amazing East Village Xtra Large Studio Apartment!,160356,Joseph,Manhattan,East Village,40.72361,-73.9847,Entire home/apt,150,1,108,2019-07-04,7.55,4,201
31463,24491624,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",30985759,Taz,Manhattan,Hell's Kitchen,40.7578,-73.99211,Private room,116,1,95,2019-07-04,6.42,6,280
31517,24539281,"43rd Street “TIME SQUARE”
Single bed.",30985759,Taz,Manhattan,Hell's Kitchen,40.75792,-73.99172,Shared room,65,1,108,2019-06-23,7.33,6,325
31536,24556756,Anita’s Funky Master Bedroom on Ocean Parkway,185524223,Anita,Brooklyn,Kensington,40.64196,-73.97466999999999,Private room,62,1,95,2019-07-05,6.97,2,261
31840,24846816,"Cozy Near LGA, Center of Queens RM2",187822288,Zahir,Queens,East Elmhurst,40.76921,-73.87132,Private room,49,1,128,2019-06-22,8.95,5,278
32182,25161242,*Newly Renovated* Guest Suite w/ Private Entrance,150773114,Liz,Queens,Middle Village,40.71893,-73.8761,Entire home/apt,86,1,110,2019-07-03,8.27,1,174
32252,25229464,Anita's Grey Master BedRoom,185524223,Anita,Brooklyn,Kensington,40.6417,-73.97365,Private room,62,1,107,2019-07-08,8.25,2,263
32358,25323446,Luxurious 2 bedroom home close to Airport and City,70774951,Farhan,Queens,East Elmhurst,40.767990000000005,-73.8795,Entire home/apt,132,1,114,2019-06-24,8.38,3,316
32733,25796599,Common Single Room # 1,190981544,Martita,Brooklyn,Bedford-Stuyvesant,40.6861,-73.92859,Private room,40,1,125,2019-06-30,9.47,6,325
32773,25813322,"Elegant private room with ROOFTOP, close to train",177314795,Viviane,Brooklyn,Prospect-Lefferts Gardens,40.66302,-73.9457,Private room,70,1,90,2019-06-28,6.94,3,352
32954,25995062,Private room with balcony with ROOFTOP terrace,177314795,Viviane,Brooklyn,Prospect-Lefferts Gardens,40.66342,-73.94519,Private room,90,1,100,2019-07-03,7.71,3,316
33009,26038458,Verona TwentyOne - PHOEBE'S PLACE,195691349,Norman,Brooklyn,Bedford-Stuyvesant,40.68037,-73.94775,Entire home/apt,150,1,95,2019-07-07,7.94,3,243
33016,26040453,Verona TwentyOne - RODFRED COMFORT,195691349,Norman,Brooklyn,Bedford-Stuyvesant,40.680040000000005,-73.94699,Entire home/apt,150,1,109,2019-07-04,8.93,3,241
33119,26134096,"LGA cozy apt, Close to Astoria, Manhattan, JFK",156948703,Asad,Queens,East Elmhurst,40.76956,-73.87347,Entire home/apt,99,1,94,2019-07-07,7.32,6,333
33166,26167567,Common Single Room #2,190981544,Martita,Brooklyn,Bedford-Stuyvesant,40.68643,-73.93007,Private room,40,1,148,2019-07-01,11.68,6,174
33371,26361403,HIDDEN GEM near JFK w. PRIVATE ENTRANCE x PARKING.,174197082,Deborah,Queens,Rosedale,40.65695,-73.73617,Entire home/apt,80,1,106,2019-06-29,8.69,2,300
33745,26747415,Near LGA and JFK Airports Large Cozy Room,194377255,Jimmy,Queens,East Elmhurst,40.760709999999996,-73.88405999999999,Private room,40,1,104,2019-07-04,8.64,4,351
34441,27312987,Bright and spacious room in Bushwick,89589630,Yaw,Brooklyn,Bushwick,40.696290000000005,-73.91351,Private room,50,1,86,2019-06-30,7.7,1,198
35059,27795234,Near LGA and JFK Airport Cozy Basement Room,194377255,Jimmy,Queens,East Elmhurst,40.76019,-73.88405,Private room,35,1,92,2019-07-01,8.87,4,344
36020,28616686,Newly Remodeled Room !!! downtown brooklyn,214694658,Damon,Brooklyn,Fort Greene,40.694390000000006,-73.97319,Private room,65,1,90,2019-06-24,9.41,1,254
37455,29712675,"Luxury Two Bedroom Ground Floor, Walk-in Apartment",222179066,Nneka,Brooklyn,Bedford-Stuyvesant,40.68775,-73.92581,Entire home/apt,115,1,89,2019-06-20,11.03,1,278
38592,30348624,Better Home Inn,227872371,Better Home,Queens,Springfield Gardens,40.66272,-73.76849,Entire home/apt,89,1,88,2019-07-06,12.05,2,253
40025,31086198,6 minutes from JFK Private Bedroom/Bathroom,232251881,Lakshmee,Queens,Springfield Gardens,40.6667,-73.78469,Private room,100,1,86,2019-07-05,13.3,8,335
40036,31090222,6 Minutes From JFK Airport Cozy Bedroom,232251881,Lakshmee,Queens,Jamaica,40.668,-73.78477,Private room,30,1,98,2019-06-26,15.23,8,189
42075,32678719,Enjoy great views of the City in our Deluxe Room!,244361589,Row NYC,Manhattan,Theater District,40.75918,-73.98801,Private room,100,1,156,2019-07-07,58.5,9,299
